TimeFromStart,BlockIO,CPUPerc,Container,ID,MemPerc,MemUsage,Name,NetIO,PIDs,FileIn,FileOut
11.567260,0B / 0B,37.76%,otel-collector,d5f1da876953,26.82%,134.1MiB / 500MiB,otel-collector,9.52MB / 8.47MB,22,16255067,16080471
21.533523,0B / 0B,23.09%,otel-collector,d5f1da876953,31.29%,156.4MiB / 500MiB,otel-collector,17MB / 17.1MB,22,29927960,36534913
31.532696,0B / 0B,18.99%,otel-collector,d5f1da876953,34.45%,172.2MiB / 500MiB,otel-collector,26.5MB / 26.7MB,22,45021498,58320900
41.556110,0B / 0B,47.28%,otel-collector,d5f1da876953,36.35%,181.7MiB / 500MiB,otel-collector,36.3MB / 37MB,23,60852712,82314728
51.527872,0B / 13.9MB,28.93%,otel-collector,d5f1da876953,37.28%,186.4MiB / 500MiB,otel-collector,43.7MB / 46MB,23,73288330,104090280
61.564700,0B / 32.8MB,21.78%,otel-collector,d5f1da876953,36.30%,181.5MiB / 500MiB,otel-collector,50.7MB / 53.3MB,23,86001805,119511814
71.537756,8.19kB / 65.9MB,32.40%,otel-collector,d5f1da876953,37.00%,185MiB / 500MiB,otel-collector,59.8MB / 62.6MB,23,100416330,139765740
81.557956,8.19kB / 88MB,30.71%,otel-collector,d5f1da876953,37.91%,189.5MiB / 500MiB,otel-collector,69.1MB / 72.6MB,23,115703145,164280601
91.528657,8.19kB / 128MB,31.20%,otel-collector,d5f1da876953,36.57%,182.8MiB / 500MiB,otel-collector,77.9MB / 82.1MB,23,131127636,184922061
101.570615,8.19kB / 173MB,33.54%,otel-collector,d5f1da876953,35.18%,175.9MiB / 500MiB,otel-collector,87.3MB / 92.1MB,23,146152517,209743204
111.546208,8.19kB / 226MB,36.34%,otel-collector,d5f1da876953,37.21%,186.1MiB / 500MiB,otel-collector,97.2MB / 103MB,23,162671156,232049680
121.560185,8.19kB / 253MB,26.33%,otel-collector,d5f1da876953,36.88%,184.4MiB / 500MiB,otel-collector,106MB / 112MB,23,177475312,256913875
131.534726,12.3kB / 290MB,45.47%,otel-collector,d5f1da876953,35.43%,177.2MiB / 500MiB,otel-collector,115MB / 122MB,23,192720357,279169198
