TimeFromStart,BlockIO,CPUPerc,Container,ID,MemPerc,MemUsage,Name,NetIO,PIDs,FileIn,FileOut
11.551283,8.19kB / 0B,41.14%,otel-collector,63f02fc5a25e,28.79%,143.9MiB / 500MiB,otel-collector,11.2MB / 10.1MB,22,20188538,18156910
21.535371,8.19kB / 0B,36.16%,otel-collector,63f02fc5a25e,36.16%,180.8MiB / 500MiB,otel-collector,23.4MB / 23.5MB,22,41156596,47965525
31.533122,8.19kB / 0B,26.66%,otel-collector,63f02fc5a25e,35.10%,175.5MiB / 500MiB,otel-collector,32.9MB / 34.2MB,22,56119158,74599330
41.531476,8.19kB / 0B,36.53%,otel-collector,63f02fc5a25e,37.96%,189.8MiB / 500MiB,otel-collector,43.7MB / 46.2MB,22,73996275,101521381
51.568252,8.19kB / 17.3MB,39.67%,otel-collector,63f02fc5a25e,38.73%,193.7MiB / 500MiB,otel-collector,56MB / 59.8MB,22,95243424,130984156
61.561077,8.19kB / 68.5MB,37.24%,otel-collector,63f02fc5a25e,38.92%,194.6MiB / 500MiB,otel-collector,67.2MB / 72.4MB,22,113636294,160418311
71.546858,12.3kB / 123MB,62.46%,otel-collector,63f02fc5a25e,38.71%,193.5MiB / 500MiB,otel-collector,80.2MB / 85.6MB,22,135228741,189219710
81.535842,12.3kB / 159MB,58.88%,otel-collector,63f02fc5a25e,37.73%,188.6MiB / 500MiB,otel-collector,93MB / 100MB,22,157497010,222070093
91.530339,12.3kB / 216MB,37.25%,otel-collector,63f02fc5a25e,39.44%,197.2MiB / 500MiB,otel-collector,104MB / 113MB,22,175976141,255289928
101.532426,12.3kB / 261MB,58.81%,otel-collector,63f02fc5a25e,36.56%,182.8MiB / 500MiB,otel-collector,114MB / 124MB,22,192579856,278429065
111.536067,12.3kB / 313MB,69.79%,otel-collector,63f02fc5a25e,38.65%,193.3MiB / 500MiB,otel-collector,126MB / 137MB,22,212051635,307683356
121.540244,12.3kB / 366MB,46.87%,otel-collector,63f02fc5a25e,38.98%,194.9MiB / 500MiB,otel-collector,138MB / 150MB,22,233438947,335577667
131.577879,20.5kB / 396MB,53.87%,otel-collector,63f02fc5a25e,38.46%,192.3MiB / 500MiB,otel-collector,149MB / 162MB,22,250860894,363480660
141.536832,20.5kB / 445MB,47.17%,otel-collector,63f02fc5a25e,39.87%,199.4MiB / 500MiB,otel-collector,160MB / 175MB,22,270408645,392883296
