TimeFromStart,BlockIO,CPUPerc,Container,ID,MemPerc,MemUsage,Name,NetIO,PIDs,FileIn,FileOut
11.538099,8.19kB / 0B,17.45%,otel-collector,9e3993af9c55,25.24%,126.2MiB / 500MiB,otel-collector,7.32MB / 5.14MB,21,12595387,12595387
21.566569,8.19kB / 0B,16.65%,otel-collector,9e3993af9c55,26.14%,130.7MiB / 500MiB,otel-collector,14MB / 9.83MB,22,23857525,23857525
31.530422,8.19kB / 24.6kB,17.90%,otel-collector,9e3993af9c55,26.72%,133.6MiB / 500MiB,otel-collector,22.5MB / 15.8MB,22,37760910,37760910
41.532357,8.19kB / 14.8MB,14.20%,otel-collector,9e3993af9c55,27.24%,136.2MiB / 500MiB,otel-collector,30MB / 21.3MB,22,51291324,51291324
51.555564,8.19kB / 42.8MB,15.57%,otel-collector,9e3993af9c55,27.14%,135.7MiB / 500MiB,otel-collector,38.8MB / 27.4MB,22,65770043,65770043
61.528153,8.19kB / 72.8MB,18.72%,otel-collector,9e3993af9c55,30.13%,150.6MiB / 500MiB,otel-collector,47MB / 33.5MB,22,79446800,79446800
71.532167,12.3kB / 100MB,13.34%,otel-collector,9e3993af9c55,28.36%,141.8MiB / 500MiB,otel-collector,53.6MB / 38.5MB,22,90438965,90438965
81.539062,12.3kB / 123MB,11.75%,otel-collector,9e3993af9c55,28.05%,140.2MiB / 500MiB,otel-collector,60.4MB / 43.3MB,22,101946046,101946046
91.550271,12.3kB / 147MB,17.99%,otel-collector,9e3993af9c55,29.38%,146.9MiB / 500MiB,otel-collector,68.2MB / 49.1MB,22,115284173,115284173
101.570967,12.3kB / 179MB,14.06%,otel-collector,9e3993af9c55,29.46%,147.3MiB / 500MiB,otel-collector,76.3MB / 54.9MB,22,129034680,129034680
111.542702,12.3kB / 206MB,19.91%,otel-collector,9e3993af9c55,29.63%,148.2MiB / 500MiB,otel-collector,84.8MB / 60.9MB,22,142731172,142731172
121.536419,12.3kB / 236MB,19.02%,otel-collector,9e3993af9c55,29.86%,149.3MiB / 500MiB,otel-collector,93.5MB / 67.2MB,22,157256319,157256319
131.535199,12.3kB / 268MB,18.78%,otel-collector,9e3993af9c55,29.36%,146.8MiB / 500MiB,otel-collector,102MB / 73.1MB,22,171702718,171702718
141.528522,12.3kB / 292MB,11.01%,otel-collector,9e3993af9c55,28.75%,143.8MiB / 500MiB,otel-collector,108MB / 77.8MB,22,182500748,182500748
151.536504,12.3kB / 321MB,16.25%,otel-collector,9e3993af9c55,30.92%,154.6MiB / 500MiB,otel-collector,117MB / 83.6MB,22,197103786,197103786
161.571508,12.3kB / 351MB,19.10%,otel-collector,9e3993af9c55,27.70%,138.5MiB / 500MiB,otel-collector,126MB / 90.5MB,22,211993962,211993962
171.533035,12.3kB / 378MB,18.15%,otel-collector,9e3993af9c55,30.18%,150.9MiB / 500MiB,otel-collector,133MB / 95.8MB,22,224390975,224390975
181.529639,12.3kB / 378MB,17.15%,otel-collector,9e3993af9c55,29.60%,148MiB / 500MiB,otel-collector,142MB / 102MB,22,239393226,239393226
191.558698,12.3kB / 410MB,20.18%,otel-collector,9e3993af9c55,28.29%,141.4MiB / 500MiB,otel-collector,150MB / 108MB,22,252811622,252811622
